county sex race year death pop
1	1	1	1	6	8912
1	1	1	2	5	9139
1	1	1	3	8	9455
1	1	1	4	5	9876
1	1	1	5	8	10281
1	1	1	6	5	10876
1	1	1	7	7	11202
1	1	1	8	9	11014
1	1	1	9	9	11485
1	1	1	10	4	11684
1	1	1	11	7	11842
1	1	1	12	5	11841
1	1	1	13	11	12006
1	1	1	14	7	12142
1	1	1	15	12	12085
1	1	1	16	7	11944
1	1	1	17	9	11875
1	1	1	18	15	11915
1	1	1	19	9	12074
1	1	1	20	12	12325
1	1	1	21	13	12443
1	1	2	1	0	24
1	1	2	2	0	20
1	1	2	3	0	18
1	1	2	4	0	20
1	1	2	5	0	23
1	1	2	6	0	31
1	1	2	7	0	32
1	1	2	8	0	37
1	1	2	9	0	34
1	1	2	10	1	35
1	1	2	11	0	41
1	1	2	12	0	43
1	1	2	13	0	51
1	1	2	14	0	52
1	1	2	15	0	70
1	1	2	16	0	84
1	1	2	17	0	89
1	1	2	18	0	100
1	1	2	19	0	104
1	1	2	20	0	111
1	1	2	21	0	120
1	2	1	1	0	8994
1	2	1	2	0	9289
1	2	1	3	1	9550
1	2	1	4	1	9991
1	2	1	5	2	10379
1	2	1	6	2	10949
1	2	1	7	5	11289
1	2	1	8	3	11189
1	2	1	9	1	11639
1	2	1	10	2	11804
1	2	1	11	6	11996
1	2	1	12	0	12014
1	2	1	13	3	12196
1	2	1	14	4	12409
1	2	1	15	3	12415
1	2	1	16	2	12271
1	2	1	17	3	12246
1	2	1	18	5	12309
1	2	1	19	3	12466
1	2	1	20	4	12680
1	2	1	21	2	12850
1	2	2	1	0	22
1	2	2	2	0	24
1	2	2	3	0	24
1	2	2	4	0	27
1	2	2	5	0	31
1	2	2	6	0	35
1	2	2	7	0	35
1	2	2	8	0	33
1	2	2	9	0	35
1	2	2	10	0	39
1	2	2	11	0	38
1	2	2	12	0	50
1	2	2	13	0	52
1	2	2	14	1	58
1	2	2	15	0	74
1	2	2	16	0	86
1	2	2	17	0	97
1	2	2	18	0	99
1	2	2	19	0	123
1	2	2	20	0	118
1	2	2	21	0	129
2	1	1	1	25	49585
2	1	1	2	24	49395
2	1	1	3	30	49202
2	1	1	4	35	49521
